CEP,CEP_Formatado,UF,Cidade_Referencia,Regiao
11346-250,11346250,MG,Juiz de Fora,Sudeste
05445-001,5445001,MG,Belo Horizonte,Sudeste
17342-256,17342256,MG,Belo Horizonte,Sudeste
71070-524,71070524,MG,Contagem,Sudeste
75560-000,75560000,MG,Belo Horizonte,Sudeste
13285-534,13285534,MG,Juiz de Fora,Sudeste
85410-000,85410000,MG,Belo Horizonte,Sudeste
74603-140,74603140,MG,Belo Horizonte,Sudeste
02812-090,2812090,MG,Belo Horizonte,Sudeste
01212-002,1212002,MG,Belo Horizonte,Sudeste
32641-200,32641200,MG,Belo Horizonte,Sudeste
13073-180,13073180,MG,Belo Horizonte,Sudeste
29176-316,29176316,MG,Belo Horizonte,Sudeste
04890-380,4890380,MG,Juiz de Fora,Sudeste
85812-150,85812150,MG,Belo Horizonte,Sudeste
06045-420,6045420,MG,Contagem,Sudeste
02801-000,2801000,MG,Belo Horizonte,Sudeste
35650-000,35650000,MG,Belo Horizonte,Sudeste
82510-280,82510280,MG,Juiz de Fora,Sudeste
92025-350,92025350,MG,Belo Horizonte,Sudeste
68524-000,68524000,MG,Belo Horizonte,Sudeste
02969-010,2969010,MG,Belo Horizonte,Sudeste
88535-000,88535000,MG,Belo Horizonte,Sudeste
84940-000,84940000,MG,Belo Horizonte,Sudeste
13470-473,13470473,MG,Belo Horizonte,Sudeste
02995-005,2995005,MG,Belo Horizonte,Sudeste
21635-080,21635080,MG,Belo Horizonte,Sudeste
03738-070,3738070,MG,Belo Horizonte,Sudeste
91755-831,91755831,MG,Belo Horizonte,Sudeste
22775-130,22775130,MG,Contagem,Sudeste
02735-000,2735000,MG,Uberlândia,Sudeste
11665-040,11665040,MG,Belo Horizonte,Sudeste
11060-302,11060302,MG,Juiz de Fora,Sudeste
96230-000,96230000,MG,Belo Horizonte,Sudeste
84015-310,84015310,MG,Belo Horizonte,Sudeste
13033-035,13033035,MG,Juiz de Fora,Sudeste
04109-100,4109100,MG,Uberlândia,Sudeste
18130-270,18130270,MG,Belo Horizonte,Sudeste
08111-700,8111700,MG,Belo Horizonte,Sudeste
13398-102,13398102,MG,Contagem,Sudeste
88102-040,88102040,MG,Contagem,Sudeste
96700-000,96700000,MG,Juiz de Fora,Sudeste
38401-128,38401128,MG,Juiz de Fora,Sudeste
31998-616,31998616,MG,Belo Horizonte,Sudeste
99700-244,99700244,MG,Juiz de Fora,Sudeste
11700-015,11700015,MG,Belo Horizonte,Sudeste
46471-112,4647111,MG,Belo Horizonte,Sudeste
37470-000,37470000,MG,Belo Horizonte,Sudeste
09550-170,9550170,MG,Uberlândia,Sudeste
09190-660,9190660,MG,Belo Horizonte,Sudeste
13101-400,13101400,MG,Juiz de Fora,Sudeste
08180-270,8180270,MG,Belo Horizonte,Sudeste
48990-000,48990000,MG,Belo Horizonte,Sudeste
41195-685,41195685,MG,Uberlândia,Sudeste
38970-000,38970000,MG,Belo Horizonte,Sudeste
09895-400,9895400,MG,Uberlândia,Sudeste
06765-000,6765000,MG,Uberlândia,Sudeste
76820-542,76820542,MG,Belo Horizonte,Sudeste
82840-540,82840540,MG,Uberlândia,Sudeste
75684-170,75684170,MG,Contagem,Sudeste
04640-000,4640000,MG,Belo Horizonte,Sudeste
85862-206,85862206,MG,Belo Horizonte,Sudeste
04273-200,4273200,MG,Belo Horizonte,Sudeste
19807-365,19807365,MG,Juiz de Fora,Sudeste
06026-000,6026000,MG,Uberlândia,Sudeste
59020-130,59020130,MG,Belo Horizonte,Sudeste
06712-380,6712380,MG,Belo Horizonte,Sudeste
06716-355,6716355,MG,Belo Horizonte,Sudeste
13190-240,13190240,MG,Juiz de Fora,Sudeste
66635-110,66635110,MG,Belo Horizonte,Sudeste
37660-000,37660000,MG,Belo Horizonte,Sudeste
13417-730,13417730,MG,Uberlândia,Sudeste
87504-620,87504620,MG,Belo Horizonte,Sudeste
21863-090,21863090,MG,Uberlândia,Sudeste
37555-274,37555274,MG,Belo Horizonte,Sudeste
49045-080,49045080,MG,Belo Horizonte,Sudeste
18610-307,18610307,MG,Juiz de Fora,Sudeste
36215-000,36215000,MG,Contagem,Sudeste
74885-866,74885866,MG,Juiz de Fora,Sudeste
08534-030,8534030,MG,Belo Horizonte,Sudeste
69043-340,69043340,MG,Contagem,Sudeste
06422-100,6422100,MG,Uberlândia,Sudeste
90130-001,90130001,MG,Belo Horizonte,Sudeste
14460-000,14460000,MG,Belo Horizonte,Sudeste
74815-705,74815705,MG,Belo Horizonte,Sudeste
93700-000,93700000,MG,Belo Horizonte,Sudeste
89280-000,89280000,MG,Contagem,Sudeste
05353-100,5353100,MG,Belo Horizonte,Sudeste
78891-042,78891042,MG,Belo Horizonte,Sudeste
13069-506,13069506,MG,Belo Horizonte,Sudeste
25680-388,25680388,MG,Belo Horizonte,Sudeste
73040-131,73040131,MG,Belo Horizonte,Sudeste
49400-000,49400000,MG,Contagem,Sudeste
01156-000,1156000,MG,Belo Horizonte,Sudeste
04828-030,4828030,MG,Uberlândia,Sudeste
85064-160,85064160,MG,Belo Horizonte,Sudeste
02610-024,2610024,MG,Contagem,Sudeste
22775-090,22775090,MG,Belo Horizonte,Sudeste
46570-000,46570000,MG,Belo Horizonte,Sudeste
07957-080,7957080,MG,Belo Horizonte,Sudeste
78280-000,78280000,MG,Contagem,Sudeste
13571-783,13571783,MG,Contagem,Sudeste
38401-176,38401176,MG,Belo Horizonte,Sudeste
69934-000,69934000,MG,Belo Horizonte,Sudeste
73751-020,73751020,MG,Belo Horizonte,Sudeste
13015-291,13015291,MG,Belo Horizonte,Sudeste
04433-120,4433120,MG,Belo Horizonte,Sudeste
09195-220,9195220,MG,Belo Horizonte,Sudeste
18460-013,18460013,MG,Contagem,Sudeste
04421-070,4421070,MG,Belo Horizonte,Sudeste
54410-010,54410010,MG,Juiz de Fora,Sudeste
02435-030,2435030,MG,Belo Horizonte,Sudeste
06263-040,6263040,MG,Belo Horizonte,Sudeste
90520-010,90520010,MG,Belo Horizonte,Sudeste
50820-620,50820620,MG,Uberlândia,Sudeste
31630-380,31630380,MG,Belo Horizonte,Sudeste
03359-025,3359025,MG,Belo Horizonte,Sudeste
12912-030,12912030,MG,Belo Horizonte,Sudeste
89084-106,89084106,MG,Belo Horizonte,Sudeste
80250-020,80250020,MG,Uberlândia,Sudeste
06020-190,6020190,MG,Belo Horizonte,Sudeste
13214-531,13214531,MG,Belo Horizonte,Sudeste
13056-671,13056671,MG,Belo Horizonte,Sudeste
22790-382,22790382,MG,Uberlândia,Sudeste
09380-370,9380370,MG,Belo Horizonte,Sudeste
37185-064,37185064,MG,Belo Horizonte,Sudeste
76857-000,76857000,MG,Belo Horizonte,Sudeste
78055-508,78055508,MG,Belo Horizonte,Sudeste
04406-000,4406000,MG,Contagem,Sudeste
53417-470,53417470,MG,Uberlândia,Sudeste
06865-840,6865840,MG,Belo Horizonte,Sudeste
69076-300,69076300,MG,Belo Horizonte,Sudeste
88058-450,88058450,MG,Juiz de Fora,Sudeste
54440-620,54440620,MG,Belo Horizonte,Sudeste
03401-001,3401001,MG,Belo Horizonte,Sudeste
09625-090,9625090,MG,Belo Horizonte,Sudeste
68590-000,68590000,MG,Uberlândia,Sudeste
83325-330,83325330,MG,Uberlândia,Sudeste
13266-751,13266751,MG,Belo Horizonte,Sudeste
73813-370,73813370,MG,Uberlândia,Sudeste
44090-040,44090040,MG,Uberlândia,Sudeste
29050-690,29050690,MG,Belo Horizonte,Sudeste
70347-110,70347110,MG,Belo Horizonte,Sudeste
75064-350,75064350,MG,Belo Horizonte,Sudeste
71910-180,71910180,MG,Belo Horizonte,Sudeste
21050-624,21050624,MG,Contagem,Sudeste
70842-070,70842070,MG,Contagem,Sudeste
05367-180,5367180,MG,Belo Horizonte,Sudeste
12301-641,12301641,MG,Contagem,Sudeste
78840-000,78840000,MG,Belo Horizonte,Sudeste
04348-140,4348140,MG,Belo Horizonte,Sudeste
06184-190,6184190,MG,Belo Horizonte,Sudeste
29890-000,29890000,MG,Belo Horizonte,Sudeste
02942-000,2942000,MG,Uberlândia,Sudeste
35500-027,35500027,MG,Belo Horizonte,Sudeste
40728-420,40728420,MG,Contagem,Sudeste
76493-000,76493000,MG,Uberlândia,Sudeste
18125-000,18125000,MG,Uberlândia,Sudeste
05181-660,5181660,MG,Belo Horizonte,Sudeste
69750-000,69750000,MG,Belo Horizonte,Sudeste
16370-000,16370000,MG,Belo Horizonte,Sudeste
69020-180,69020180,MG,Uberlândia,Sudeste
44072-010,44072010,MG,Belo Horizonte,Sudeste
05625-060,5625060,MG,Belo Horizonte,Sudeste
51010-040,51010040,MG,Uberlândia,Sudeste
22725-442,22725442,MG,Contagem,Sudeste
37640-084,37640084,MG,Belo Horizonte,Sudeste
02556-040,2556040,MG,Belo Horizonte,Sudeste
68473-000,68473000,MG,Belo Horizonte,Sudeste
04942-020,4942020,MG,Juiz de Fora,Sudeste
35488-000,35488000,MG,Belo Horizonte,Sudeste
08260-090,8260090,MG,Belo Horizonte,Sudeste
68743-180,68743180,MG,Contagem,Sudeste
18610-031,18610031,MG,Belo Horizonte,Sudeste
63475-000,63475000,MG,Belo Horizonte,Sudeste
78850-000,78850000,MG,Belo Horizonte,Sudeste
06180-000,6180000,MG,Belo Horizonte,Sudeste
78720-095,78720095,MG,Uberlândia,Sudeste
14096-630,14096630,MG,Juiz de Fora,Sudeste
31260-380,31260380,MG,Belo Horizonte,Sudeste
16920-000,16920000,MG,Belo Horizonte,Sudeste
80250-170,80250170,MG,Belo Horizonte,Sudeste
51030-150,51030150,MG,Belo Horizonte,Sudeste
97683-000,97683000,MG,Belo Horizonte,Sudeste
30830-170,30830170,MG,Juiz de Fora,Sudeste
02526-010,2526010,MG,Uberlândia,Sudeste
04207-000,4207000,MG,Juiz de Fora,Sudeste
13059-696,13059696,MG,Contagem,Sudeste
03131-010,3131010,MG,Belo Horizonte,Sudeste
81200-100,81200100,MG,Uberlândia,Sudeste
14620-000,14620000,MG,Uberlândia,Sudeste
04634-031,4634031,MG,Belo Horizonte,Sudeste
11701-130,11701130,MG,Uberlândia,Sudeste
11677-200,11677200,MG,Belo Horizonte,Sudeste
71735-105,71735105,MG,Uberlândia,Sudeste
05665-010,5665010,MG,Belo Horizonte,Sudeste
09070-360,9070360,MS,Campo Grande,Centro-Oeste
04474-150,4474150,MS,Campo Grande,Centro-Oeste
69042-230,69042230,MS,Campo Grande,Centro-Oeste
11250-279,11250279,MS,Campo Grande,Centro-Oeste
06420-130,6420130,MS,Campo Grande,Centro-Oeste
14870-010,14870010,MS,Campo Grande,Centro-Oeste
13504-114,13504114,MS,Campo Grande,Centro-Oeste
14140-000,14140000,MS,Campo Grande,Centro-Oeste
09912-010,9912010,MS,Campo Grande,Centro-Oeste
93548-110,93548110,MS,Campo Grande,Centro-Oeste
92410-040,92410040,MS,Campo Grande,Centro-Oeste
30882-360,30882360,MS,Campo Grande,Centro-Oeste
04366-000,4366000,MS,Campo Grande,Centro-Oeste
95098-510,95098510,MS,Campo Grande,Centro-Oeste
04419-060,4419060,MS,Campo Grande,Centro-Oeste
04635-080,4635080,MS,Campo Grande,Centro-Oeste
88801-520,88801520,MS,Campo Grande,Centro-Oeste
06715-400,6715400,MS,Campo Grande,Centro-Oeste
06716-320,6716320,MS,Campo Grande,Centro-Oeste
46880-000,46880000,MS,Campo Grande,Centro-Oeste
71980-360,71980360,MS,Campo Grande,Centro-Oeste
17020-013,17020013,MS,Campo Grande,Centro-Oeste
62600-000,62600000,MS,Campo Grande,Centro-Oeste
09550-001,9550001,MS,Campo Grande,Centro-Oeste
06543-245,6543245,MS,Campo Grande,Centro-Oeste
04053-070,4053070,MS,Campo Grande,Centro-Oeste
09855-640,9855640,MS,Campo Grande,Centro-Oeste
14340-000,14340000,MS,Campo Grande,Centro-Oeste
29102-265,29102265,MS,Campo Grande,Centro-Oeste
01526-050,1526050,MS,Campo Grande,Centro-Oeste
94075-040,94075040,MS,Campo Grande,Centro-Oeste
17064-080,17064080,MS,Campo Grande,Centro-Oeste
29707-030,29707030,MS,Campo Grande,Centro-Oeste
83833-030,83833030,MS,Campo Grande,Centro-Oeste
02442-010,2442010,MS,Campo Grande,Centro-Oeste
06767-002,676700,MS,Campo Grande,Centro-Oeste
04689-070,4689070,MS,Campo Grande,Centro-Oeste
78850-000,78850000,MS,Campo Grande,Centro-Oeste
04360-040,4360040,MS,Campo Grande,Centro-Oeste
40434-600,40434600,MS,Campo Grande,Centro-Oeste
08557-220,8557220,MS,Campo Grande,Centro-Oeste
11950-000,11950000,MS,Campo Grande,Centro-Oeste
68590-000,68590000,MS,Campo Grande,Centro-Oeste
13212-210,13212210,MS,Campo Grande,Centro-Oeste
06045-020,6045020,MS,Campo Grande,Centro-Oeste
18075-000,18075000,MS,Campo Grande,Centro-Oeste
04456-142,4456142,MS,Campo Grande,Centro-Oeste
25223-460,25223460,MS,Campo Grande,Centro-Oeste
09820-000,9820000,MS,Campo Grande,Centro-Oeste
14078-550,14078550,MS,Campo Grande,Centro-Oeste
84900-000,84900000,MS,Campo Grande,Centro-Oeste
05549-260,5549260,MS,Campo Grande,Centro-Oeste
05041-001,5041001,MS,Campo Grande,Centro-Oeste
89566-486,89566486,MS,Campo Grande,Centro-Oeste
14842-274,14842274,MS,Campo Grande,Centro-Oeste
06404-326,6404326,MS,Campo Grande,Centro-Oeste
05849-280,5849280,MS,Campo Grande,Centro-Oeste
66040-140,66040140,MT,Cuiabá,Centro-Oeste
13480-350,13480350,MT,Cuiabá,Centro-Oeste
54753-130,54753130,MT,Cuiabá,Centro-Oeste
36900-389,36900389,MT,Cuiabá,Centro-Oeste
18103-350,18103350,MT,Cuiabá,Centro-Oeste
51021-150,51021150,MT,Cuiabá,Centro-Oeste
18700-510,18700510,MT,Cuiabá,Centro-Oeste
73802-471,73802471,MT,Cuiabá,Centro-Oeste
72145-814,72145814,MT,Cuiabá,Centro-Oeste
68730-000,68730000,MT,Cuiabá,Centro-Oeste
13609-580,13609580,MT,Cuiabá,Centro-Oeste
11669-300,11669300,MT,Cuiabá,Centro-Oeste
02223-010,2223010,MT,Cuiabá,Centro-Oeste
28623-250,28623250,MT,Cuiabá,Centro-Oeste
53530-380,53530380,MT,Cuiabá,Centro-Oeste
12227-480,12227480,MT,Cuiabá,Centro-Oeste
93700-000,93700000,MT,Cuiabá,Centro-Oeste
29055-590,29055590,MT,Cuiabá,Centro-Oeste
13873-060,13873060,MT,Cuiabá,Centro-Oeste
76820-810,76820810,MT,Cuiabá,Centro-Oeste
14801-390,14801390,MT,Cuiabá,Centro-Oeste
29153-084,29153084,MT,Cuiabá,Centro-Oeste
08410-000,8410000,MT,Cuiabá,Centro-Oeste
90690-130,90690130,MT,Cuiabá,Centro-Oeste
08151-290,8151290,MT,Cuiabá,Centro-Oeste
83203-000,83203000,MT,Cuiabá,Centro-Oeste
81870-182,81870182,MT,Cuiabá,Centro-Oeste
13419-130,13419130,MT,Cuiabá,Centro-Oeste
74650-100,74650100,MT,Cuiabá,Centro-Oeste
69073-300,69073300,MT,Cuiabá,Centro-Oeste
79112-030,79112030,MT,Cuiabá,Centro-Oeste
72023-510,72023510,MT,Cuiabá,Centro-Oeste
29390-000,29390000,MT,Cuiabá,Centro-Oeste
90160-090,90160090,MT,Cuiabá,Centro-Oeste
97250-000,97250000,MT,Cuiabá,Centro-Oeste
88535-000,88535000,MT,Cuiabá,Centro-Oeste
60521-032,60521032,MT,Cuiabá,Centro-Oeste
77813-505,77813505,MT,Cuiabá,Centro-Oeste
44255-000,44255000,MT,Cuiabá,Centro-Oeste
13348-330,13348330,MT,Cuiabá,Centro-Oeste
92025-270,92025270,MT,Cuiabá,Centro-Oeste
05820-200,5820200,MT,Cuiabá,Centro-Oeste
68515-000,68515000,MT,Cuiabá,Centro-Oeste
38705-322,38705322,MT,Cuiabá,Centro-Oeste
09340-630,9340630,MT,Cuiabá,Centro-Oeste
02680-055,2680055,MT,Cuiabá,Centro-Oeste
29360-000,29360000,MT,Cuiabá,Centro-Oeste
88845-000,88845000,MT,Cuiabá,Centro-Oeste
12947-130,12947130,MT,Cuiabá,Centro-Oeste
73404-800,73404800,MT,Cuiabá,Centro-Oeste
16202-329,16202329,MT,Cuiabá,Centro-Oeste
07170-100,7170100,MT,Cuiabá,Centro-Oeste
29650-000,29650000,MT,Cuiabá,Centro-Oeste
84145-000,84145000,MT,Cuiabá,Centro-Oeste
29101-110,29101110,MT,Cuiabá,Centro-Oeste
29162-720,29162720,MT,Cuiabá,Centro-Oeste
69070-000,69070000,MT,Cuiabá,Centro-Oeste
03181-020,3181020,MT,Cuiabá,Centro-Oeste
13660-162,13660162,PA,Belém,Norte
09750-190,9750190,PA,Belém,Norte
68447-000,68447000,PA,Belém,Norte
80420-200,80420200,PA,Belém,Norte
09812-210,9812210,PA,Belém,Norte
05136-000,5136000,PA,Belém,Norte
39338-000,39338000,PA,Belém,Norte
13178-604,13178604,PA,Belém,Norte
15105-000,15105000,PA,Belém,Norte
66635-110,66635110,PA,Belém,Norte
06160-180,6160180,PA,Belém,Norte
74815-610,74815610,PA,Belém,Norte
78760-000,78760000,PA,Belém,Norte
76550-000,76550000,PA,Belém,Norte
22775-046,22775046,PA,Belém,Norte
79826-250,79826250,PA,Belém,Norte
78731-208,78731208,PA,Belém,Norte
53706-615,5370,PA,Belém,Norte
11850-000,11850000,PA,Belém,Norte
12231-675,12231675,PA,Belém,Norte
90660-210,90660210,PA,Belém,Norte
35660-116,35660116,PA,Belém,Norte
72215-082,72215082,PA,Belém,Norte
31960-180,31960180,PA,Belém,Norte
69340-626,69340626,PA,Belém,Norte
02320-180,2320180,PA,Belém,Norte
04833-001,4833001,PA,Belém,Norte
13342-300,13342300,PA,Belém,Norte
31365-440,31365440,PA,Belém,Norte
11410-350,11410350,PA,Belém,Norte
06824-300,6824300,PA,Belém,Norte
72810-020,72810020,PA,Belém,Norte
07859-200,7859200,PA,Belém,Norte
02366-150,2366150,PA,Belém,Norte
72006-226,72006226,PA,Belém,Norte
18210-060,18210060,PA,Belém,Norte
48840-000,48840000,PA,Belém,Norte
08295-300,8295300,PA,Belém,Norte
78250-000,78250000,PA,Belém,Norte
20771-632,20771632,PA,Belém,Norte
14412-366,14412366,PA,Belém,Norte
44085-370,44085370,PA,Belém,Norte
31560-090,31560090,PA,Belém,Norte
71720-590,71720590,PA,Belém,Norte
04521-020,4521020,PA,Belém,Norte
87770-000,87770000,PA,Belém,Norte
49020-010,49020010,PA,Belém,Norte
79070-301,79070301,PA,Belém,Norte
95010-080,95010080,PA,Belém,Norte
68440-000,68440000,PA,Belém,Norte
25085-300,25085300,PA,Belém,Norte
13960-000,13960000,PA,Belém,Norte
08150-590,8150590,PA,Belém,Norte
66055-090,66055090,PA,Belém,Norte
85887-000,85887000,PA,Belém,Norte
72255-102,72255102,PA,Belém,Norte
12220-140,12220140,PA,Belém,Norte
14161-385,14161385,PA,Belém,Norte
80620-180,80620180,PA,Belém,Norte
94824-150,94824150,PA,Belém,Norte
14804-346,14804346,PA,Belém,Norte
32016-015,32016015,PA,Belém,Norte
13080-280,13080280,PA,Belém,Norte
86371-727,86,PA,Belém,Norte
60175-185,60175185,PA,Belém,Norte
13026-510,13026510,PA,Belém,Norte
35599-160,35599160,PA,Belém,Norte
04235-140,4235140,PA,Belém,Norte
04342-140,4342140,PA,Belém,Norte
30320-135,30320135,PA,Belém,Norte
89295-204,89295204,PA,Belém,Norte
25214-460,25214460,PA,Belém,Norte
13251-120,13251120,PA,Belém,Norte
11495-000,11495000,PA,Belém,Norte
95560-000,95560000,PA,Belém,Norte
02347-010,2347010,PA,Belém,Norte
13412-409,13412409,PA,Belém,Norte
83711-300,83711300,PA,Belém,Norte
76963-852,76963852,PB,João Pessoa,Nordeste
96085-410,96085410,PB,João Pessoa,Nordeste
08280-650,8280650,PB,João Pessoa,Nordeste
19470-000,19470000,PB,João Pessoa,Nordeste
74591-053,74591053,PB,João Pessoa,Nordeste
16013-373,16013373,PB,João Pessoa,Nordeste
35930-123,35930123,PB,João Pessoa,Nordeste
12240-171,12240171,PB,João Pessoa,Nordeste
12122-002,12122002,PB,João Pessoa,Nordeste
04571-090,4571090,PB,João Pessoa,Nordeste
13304-170,13304170,PB,João Pessoa,Nordeste
44059-470,44059470,PB,João Pessoa,Nordeste
04008-050,4008050,PB,João Pessoa,Nordeste
60874-406,60874406,PB,João Pessoa,Nordeste
13214-680,13214680,PB,João Pessoa,Nordeste
66115-570,66115570,PB,João Pessoa,Nordeste
13216-480,13216480,PB,João Pessoa,Nordeste
23032-780,23032780,PB,João Pessoa,Nordeste
66030-715,66030715,PB,João Pessoa,Nordeste
18010-082,18010082,PB,João Pessoa,Nordeste
71916-750,71916750,PB,João Pessoa,Nordeste
60860-140,60860140,PB,João Pessoa,Nordeste
70686-100,70686100,PB,João Pessoa,Nordeste
06783-095,6783095,PB,João Pessoa,Nordeste
88505-300,88505300,PB,João Pessoa,Nordeste
74810-150,74810150,PB,João Pessoa,Nordeste
02053-003,2053003,PB,João Pessoa,Nordeste
76810-160,76810160,PB,João Pessoa,Nordeste
38740-258,38740258,PB,João Pessoa,Nordeste
32071-122,32071122,PB,João Pessoa,Nordeste
06330-000,6330000,PB,João Pessoa,Nordeste
53510-730,53510730,PB,João Pessoa,Nordeste
29118-707,29118707,PB,João Pessoa,Nordeste
09781-350,9781350,PB,João Pessoa,Nordeste
14882-308,14882308,PB,João Pessoa,Nordeste
09862-380,9862380,PB,João Pessoa,Nordeste
13323-315,13323315,PB,João Pessoa,Nordeste
06361-400,6361400,PB,João Pessoa,Nordeste
06544-540,6544540,PB,João Pessoa,Nordeste
84925-000,84925000,PB,João Pessoa,Nordeste
19806-000,19806000,PB,João Pessoa,Nordeste
49820-000,49820000,PB,João Pessoa,Nordeste
13420-330,13420330,PB,João Pessoa,Nordeste
13345-040,13345040,PB,João Pessoa,Nordeste
33880-000,33880000,PB,João Pessoa,Nordeste
89239-652,89239652,PB,João Pessoa,Nordeste
02316-110,2316110,PB,João Pessoa,Nordeste
06465-134,6465134,PB,João Pessoa,Nordeste
35661-141,35661141,PB,João Pessoa,Nordeste
96826-440,96826440,PB,João Pessoa,Nordeste
83703-050,83703050,PB,João Pessoa,Nordeste
09291-040,9291040,PB,João Pessoa,Nordeste
22780-080,22780080,PB,João Pessoa,Nordeste
08255-240,8255240,PB,João Pessoa,Nordeste
06608-390,6608390,PB,João Pessoa,Nordeste
66635-435,66635435,PB,João Pessoa,Nordeste
37655-000,37655000,PB,João Pessoa,Nordeste
29215-150,29215150,PE,Olinda,Nordeste
29901-592,29901592,PE,Olinda,Nordeste
13251-090,13251090,PE,Recife,Nordeste
08720-050,8720050,PE,Recife,Nordeste
11700-720,11700720,PE,Recife,Nordeste
12302-230,12302230,PE,Recife,Nordeste
02479-000,2479000,PE,Recife,Nordeste
14098-320,14098320,PE,Recife,Nordeste
78890-061,78890061,PE,Recife,Nordeste
36235-000,36235000,PE,Recife,Nordeste
14026-567,14026567,PE,Recife,Nordeste
69918-504,69918504,PE,Recife,Nordeste
49400-000,49400000,PE,Recife,Nordeste
41250-530,41250530,PE,Recife,Nordeste
85055-240,85055240,PE,Olinda,Nordeste
06160-180,6160180,PE,Recife,Nordeste
04240-000,4240000,PE,Recife,Nordeste
33125-420,33125420,PE,Recife,Nordeste
06472-003,6472003,PE,Recife,Nordeste
64500-000,64500000,PE,Olinda,Nordeste
89113-095,89113095,PE,Recife,Nordeste
21070-230,21070230,PE,Olinda,Nordeste
95520-000,95520000,PE,Recife,Nordeste
35502-808,35502808,PE,Recife,Nordeste
25251-085,25251085,PE,Olinda,Nordeste
22790-725,22790725,PE,Recife,Nordeste
72151-012,72151012,PE,Recife,Nordeste
70658-293,70658293,PE,Recife,Nordeste
03318-000,3318000,PE,Olinda,Nordeste
04532-070,4532070,PE,Recife,Nordeste
04521-004,4521004,PE,Recife,Nordeste
05727-230,5727230,PE,Recife,Nordeste
70874-530,70874530,PE,Olinda,Nordeste
78045-000,78045000,PE,Recife,Nordeste
13294-222,13294222,PE,Recife,Nordeste
05144-085,5144085,PE,Olinda,Nordeste
30882-370,30882370,PE,Recife,Nordeste
35540-000,35540000,PE,Recife,Nordeste
29980-000,29980000,PE,Recife,Nordeste
13904-380,13904380,PE,Recife,Nordeste
09672-050,9672050,PE,Recife,Nordeste
88385-000,88385000,PE,Recife,Nordeste
56520-000,56520000,PE,Recife,Nordeste
96300-000,96300000,PE,Olinda,Nordeste
08673-000,8673000,PE,Recife,Nordeste
04458-000,4458000,PE,Recife,Nordeste
14900-197,14900197,PE,Recife,Nordeste
49037-060,49037060,PE,Recife,Nordeste
99060-333,99060333,PE,Recife,Nordeste
05361-100,5361100,PE,Olinda,Nordeste
09732-530,9732530,PE,Recife,Nordeste
28570-000,28570000,PE,Recife,Nordeste
93534-000,93534000,PE,Olinda,Nordeste
06767-300,6767300,PE,Recife,Nordeste
29136-079,29136079,PE,Recife,Nordeste
49015-160,49015160,PE,Recife,Nordeste
18610-010,18610010,PE,Recife,Nordeste
74371-375,74371375,PE,Recife,Nordeste
06700-459,6700459,PE,Recife,Nordeste
37558-475,37558475,PE,Recife,Nordeste
58042-080,58042080,PE,Recife,Nordeste
03225-150,3225150,PE,Recife,Nordeste
96835-422,96835422,PE,Recife,Nordeste
06472-003,6472003,PE,Olinda,Nordeste
92480-000,92480000,PE,Recife,Nordeste
22010-000,22010000,PE,Recife,Nordeste
17015-032,17015032,PE,Recife,Nordeste
99930-000,99930000,PE,Recife,Nordeste
02431-130,2431130,PE,Recife,Nordeste
06455-000,6455000,PE,Recife,Nordeste
04828-060,4828060,PE,Olinda,Nordeste
22710-310,22710310,PE,Recife,Nordeste
50761-040,50761040,PE,Recife,Nordeste
91740-550,91740550,PE,Recife,Nordeste
06519-450,6519450,PE,Olinda,Nordeste
89620-000,89620000,PE,Olinda,Nordeste
89885-000,89885000,PE,Recife,Nordeste
12910-540,12910540,PE,Recife,Nordeste
06454-000,6454000,PE,Recife,Nordeste
42702-270,42702270,PE,Recife,Nordeste
41150-000,41150000,PE,Recife,Nordeste
72002-039,72002039,PE,Recife,Nordeste
